Cross_ID	Entry	Awns	WDR	flowering	Powdery_mildew	SNB	Location	Height	days_to_head
UX1993	UX1993-44	+	4	3/28/2022	4		Kinston	80	150
UX1993	UX1993-11	+	4	3/27/2022	2		Kinston	95	149
UX1993	UX1993-5	+	4	3/30/2022	0		Kinston	95	152
UX1993	UX1993-163	+	1	4/20/2022	2		Kinston	90	173
Parent	SS8641	-	2	4/9/2022	0		Kinston	90	162
UX1993	UX1993-31	+	2	4/24/2022	1		Kinston	95	177
UX1993	UX1993-49	+	3	4/5/2022	4		Kinston	85	158
UX1993	UX1993-13	+	2	4/2/2022	3		Kinston	85	155
UX1993	UX1993-2	+	3	4/7/2022	0		Kinston	85	160
UX1993	UX1993-186	+	3	4/1/2022	2		Kinston	90	154
UX1993	UX1993-55	+	2	5/3/2022	1		Kinston	70	186
Parent	NC8248-1	+	3	3/29/2022	0		Kinston	80	151
UX1993	UX1993-22	+	2	4/5/2022	0		Kinston	80	158
UX1993	UX1993-17	+	2	4/13/2022	1		Kinston	95	166
UX1993	UX1993-26	+	3	4/2/2022	1		Kinston	95	155
UX1993	UX1993-59	+	1	4/19/2022	1		Kinston	90	172
Parent	Hilliard	+	1	4/13/2022	1		Kinston	75	166
UX1993	UX1993-175	+	3	4/5/2022	0		Kinston	95	158
UX1993	UX1993-177	+	4	3/28/2022	1		Kinston	85	150
Parent	GA05450-EL52	+	3	4/5/2022	1		Kinston	85	158
UX1993	UX1993-24	+	3	4/6/2022	1		Kinston	95	159
UX1993	UX1993-4	+	4	4/2/2022	0		Kinston	95	155
UX1993	UX1993-1	+	4	3/25/2022	0		Kinston	85	147
UX1993	UX1993-50	+	3	4/2/2022	0		Kinston	85	155
UX1993	UX1993-9	+	3	4/2/2022	1		Kinston	90	155
UX1993	UX1993-197	+	2	4/5/2022	2		Kinston	100	158
UX1993	UX1993-189	+	3	3/31/2022	1		Kinston	90	153
Parent	TX12D4896	+	3	4/5/2022	0		Kinston	85	158
UX1993	UX1993-191	+	1	4/15/2022	1		Kinston	85	168
UX1993	UX1993-33	+	2	4/12/2022	2		Kinston	85	165
UX1993	UX1993-28	+	1	5/2/2022	0		Kinston	90	185
UX1993	UX1993-43	+	3	3/29/2022	1		Kinston	75	151
UX1993	UX1993-25	+	3	4/8/2022	1		Kinston	90	161
UX1993	UX1993-173	+	2	4/11/2022	1		Kinston	95	164
UX2010	UX2010-71	+	1	4/13/2022	0		Kinston	85	166
UX2010	UX2010-58	+	2	4/12/2022	0		Kinston	80	165
UX2010	UX2010-22	+	2	4/18/2022	2		Kinston	85	171
UX2010	UX2010-72	+	2	4/13/2022	0		Kinston	95	166
UX2010	UX2010-35	+	3	4/1/2022	1		Kinston	70	154
UX2010	UX2010-16	+	2	4/13/2022	0		Kinston	85	166
UX2010	UX2010-75	+	2	4/17/2022	2		Kinston	90	170
UX2010	UX2010-60	+	2	4/13/2022	1		Kinston	85	166
UX2010	UX2010-21	+	1	5/5/2022	2		Kinston	95	188
UX2010	UX2010-55	+	3	4/5/2022	1		Kinston	85	158
Parent	ARGA051160-14LE31	-	2	4/13/2022	1		Kinston	90	166
UX2010	UX2010-33	+	2	5/3/2022	0		Kinston	85	186
UX2010	UX2010-3	+	2	4/13/2022	1		Kinston	95	166
UX2010	UX2010-40	+	3	4/7/2022	4		Kinston	100	160
UX2010	UX2010-57	+	2	4/14/2022	3		Kinston	95	167
UX2010	UX2010-28	+	2	4/17/2022	2		Kinston	90	170
Parent	Hilliard	+	1	4/13/2022	2		Kinston	85	166
UX2010	UX2010-34	+	3	4/8/2022	3		Kinston	85	161
UX2010	UX2010-13	+	4	3/28/2022	4		Kinston	80	150
UX2010	UX2010-38	+	1	4/11/2022	0		Kinston	85	164
UX2010	UX2010-12	+	2	4/18/2022	1		Kinston	95	171
Parent	NC08-23383	-	2	4/14/2022	1		Kinston	80	167
UX2010	UX2010-79	+	2	4/13/2022	0		Kinston	80	166
UX2010	UX2010-20	+	2	4/11/2022	1		Kinston	85	164
UX2010	UX2010-15	+	3	4/4/2022	0		Kinston	90	157
UX2010	UX2010-62	+	3	4/5/2022	0		Kinston	95	158
UX2010	UX2010-5	+	1	4/17/2022	1		Kinston	90	170
UX2010	UX2010-89	+	3	4/23/2022	0		Kinston	90	176
Parent	NC8248-1	+	4	3/31/2022	1		Kinston	85	153
UX2010	UX2010-43	+	1	4/15/2022	0		Kinston	80	168
UX2010	UX2010-14	+	2	4/16/2022	1		Kinston	85	169
UX2010	UX2010-64	+	3	4/4/2022	0		Kinston	90	157
UX2010	UX2010-1	+	4	4/1/2022	1		Kinston	90	154
UX2010	UX2010-86	+	4	4/1/2022	1		Kinston	80	154
Parent	GA05450-EL52	+	3	4/5/2022	1		Kinston	85	158
UX2010	UX2010-48	+	2	4/18/2022	1		Kinston	90	171
UX2010	UX2010-31	+	1	4/13/2022	1		Kinston	80	166
UX2010	UX2010-52	+	2	4/13/2022	0		Kinston	80	166
UX2010	UX2010-70	+	2	4/19/2022	1		Kinston	95	172
UX2010	UX2010-56	+	3	4/7/2022	1		Kinston	90	160
Parent	TX12D4896	+	4	4/7/2022	1		Kinston	85	160
UX2010	UX2010-4	+	1	4/12/2022	4		Kinston	80	165
UX2010	UX2010-53	+	4	3/29/2022	1		Kinston	80	151
UX2010	UX2010-18	+	3	4/6/2022	1		Kinston	95	159
UX2010	UX2010-80	+	2	4/12/2022	3		Kinston	85	165
UX2010	UX2010-50	+	1	4/20/2022	1		Kinston	80	173
UX2010	UX2010-24	+	4	4/4/2022	1		Kinston	80	157
UX2010	UX2010-73	+	1	4/23/2022	1		Kinston	75	176
UX2010	UX2010-27	+	1	4/18/2022	2		Kinston	80	171
Parent	GA00190-7A14	+	3	4/9/2022	1		Kinston	85	162
UX2010	UX2010-67	+	3	4/6/2022	1		Kinston	90	159
Parent	GA001138-8E36	+	3	4/10/2022	0		Kinston	100	163
UX2010	UX2010-2	+	3	4/7/2022	4		Kinston	90	160
UX2010	UX2010-41	+	3	4/5/2022	1		Kinston	95	158
UX2010	UX2010-17	+	3	4/7/2022	1		Kinston	80	160
UX2010	UX2010-82	+	3	4/1/2022	2		Kinston	95	154
UX2010	UX2010-10	+	4	4/2/2022	2		Kinston	85	155
UX2010	UX2010-29	+	2	4/10/2022	0		Kinston	80	163
Parent	AGS2000	+	4	4/5/2022	1		Kinston	90	158
UX2010	UX2010-32	+	3	4/7/2022	1		Kinston	95	160
Parent	LA09264C-P2	+	4	3/28/2022	0		Kinston	85	150
UX2010	UX2010-51	+	2	4/13/2022	1		Kinston	85	166
UX2010	UX2010-11	+	4	3/28/2022	0		Kinston	95	150
UX2010	UX2010-87	+	2	4/23/2022	0		Kinston	80	176
UX2010	UX2010-7	+	2	4/9/2022	2		Kinston	90	162
Parent	SS8641	-	2	4/10/2022	0		Kinston	90	163
UX2010	UX2010-76	+	3	4/2/2022	0		Kinston	115	155
UX2010	UX2010-84	+	2	4/15/2022	0		Kinston	100	168
UX2010	UX2010-44	+	1	4/17/2022	1		Kinston	80	170
UX2010	UX2010-39	+	2	4/15/2022	0		Kinston	85	168
UX2010	UX2010-9	+	1	4/12/2022	0		Kinston	90	165
UX2010	UX2010-78	+	1	4/18/2022	0		Kinston	90	171
Parent	MPV57	-	1	4/14/2022	1		Kinston	75	167
UX2010	UX2010-46	+	2	4/13/2022	0		Kinston	85	166
UX2010	UX2010-59	+	2	4/13/2022	2		Kinston	80	166
UX2010	UX2010-37	+	4	3/29/2022	0		Kinston	85	151
UX2010	UX2010-54	+	4	3/26/2022	2		Kinston	80	148
UX2010	UX2010-90	+	2	4/13/2022	0		Kinston	90	166
Parent	GA06493-13LE6	+	2	4/13/2022	0		Kinston	90	166
UX2029	UX2029-70	-	2	4/9/2022	0		Kinston	90	162
UX2029	UX2029-92	-	1	4/17/2022	0		Kinston	85	170
UX2029	UX2029-31	-	1	4/15/2022	0		Kinston	75	168
UX2029	UX2029-4	+	2	4/10/2022	1		Kinston	95	163
UX2029	UX2029-155	+	2	4/13/2022	0		Kinston	85	166
UX2029	UX2029-55	+	1	4/17/2022	2		Kinston	70	170
Parent	AGS2000	+	3	4/5/2022	0		Kinston	85	158
UX2029	UX2029-60	+	2	4/12/2022	1		Kinston	65	165
Parent	NC8248-1	+	3	3/27/2022	0		Kinston	70	149
UX2029	UX2029-12	+	1	4/18/2022	1		Kinston	65	171
UX2029	UX2029-1	-	2	4/14/2022	0		Kinston	90	167
Parent	SS8641	-	2	4/9/2022	0		Kinston	80	162
UX2029	UX2029-106	-	1	4/17/2022	0		Kinston	70	170
UX2029	UX2029-118	-	1	4/18/2022	0		Kinston	60	171
UX2029	UX2029-49	+	2	4/15/2022	1		Kinston	75	168
UX2029	UX2029-5	+	2	4/11/2022	0		Kinston	70	164
UX2029	UX2029-9	-	1	4/15/2022	0		Kinston	75	168
UX2029	UX2029-23	-	2	4/5/2022	0		Kinston	80	158
UX2029	UX2029-130	+	1	4/19/2022	0		Kinston	75	172
UX2029	UX2029-199	-	2	4/14/2022	0		Kinston	75	167
UX2029	UX2029-85	+	2	4/10/2022	0		Kinston	75	163
Parent	MPV57	-	1	4/19/2022	1		Kinston	70	172
UX2029	UX2029-114	-	2	4/14/2022	0		Kinston	95	167
UX2029	UX2029-82	+	1	4/15/2022			Kinston	70	168
UX2029	UX2029-186	-	1	4/13/2022			Kinston	75	166
UX2029	UX2029-13	+	2	4/12/2022			Kinston	70	165
UX2029	UX2029-121	+	2	4/13/2022			Kinston	60	166
UX2029	UX2029-113	+	2	4/13/2022			Kinston	75	166
UX2029	UX2029-33	+	1	4/15/2022			Kinston	75	168
UX2029	UX2029-116	+	2	4/14/2022			Kinston	65	167
UX2029	UX2029-91	-	2	4/15/2022			Kinston	80	168
Parent	NC08-23383	-	2	4/12/2022			Kinston	70	165
UX2029	UX2029-10	+	1	4/14/2022			Kinston	75	167
UX2029	UX2029-32	-	2	4/13/2022			Kinston	70	166
UX2029	UX2029-163	+	2	4/17/2022			Kinston	90	170
UX2029	UX2029-168	+	3	4/14/2022			Kinston	95	167
UX2029	UX2029-45	+	1	4/19/2022			Kinston	75	172
UX2029	UX2029-117	+	2	4/18/2022			Kinston	75	171
UX2029	UX2029-19	+	1	4/20/2022			Kinston	60	173
UX2029	UX2029-83	+	2	4/13/2022			Kinston	55	166
UX2029	UX2029-145	-	2	4/12/2022			Kinston	85	165
UX2029	UX2029-22	+	1	4/13/2022			Kinston	70	166
Parent	GA05450-EL52	+	2	4/7/2022			Kinston	75	160
UX2029	UX2029-96	+	2	4/11/2022			Kinston	80	164
Parent	GA00190-7A14	+	3	4/8/2022			Kinston	90	161
UX2029	UX2029-35	-	2	4/13/2022			Kinston	70	166
UX2029	UX2029-139	+	3	4/8/2022			Kinston	80	161
Parent	GA06493-13LE6	+	2	4/13/2022			Kinston	80	166
UX2029	UX2029-76	-	2	4/10/2022			Kinston	85	163
UX2029	UX2029-61	*	2	4/11/2022			Kinston	90	164
UX2029	UX2029-161	*	2	5/3/2022			Kinston	90	186
UX2029	UX2029-180	+	2	4/18/2022			Kinston	75	171
UX2029	UX2029-134	+	3	4/7/2022			Kinston	70	160
UX2029	UX2029-147	+	2	4/22/2022			Kinston	80	175
UX2029	UX2029-159	+	1	5/3/2022			Kinston	75	186
UX2029	UX2029-41	-	1	4/21/2022			Kinston	65	174
UX2029	UX2029-98	+	2	4/11/2022			Kinston	80	164
Parent	GA001138-8E36	+	3	4/8/2022			Kinston	90	161
UX2029	UX2029-192	-	2	4/15/2022			Kinston	85	168
UX2029	UX2029-89	-	1	4/18/2022			Kinston	80	171
Parent	Hilliard	+	2	4/12/2022			Kinston	75	165
UX2029	UX2029-53	+	1	4/21/2022			Kinston	70	174
UX2029	UX2029-72	-	1	4/15/2022			Kinston	70	168
Parent	TX12D4896	+	3	4/6/2022			Kinston	80	159
UX2029	UX2029-30	-	1	4/11/2022			Kinston	60	164
UX2029	UX2029-132	+	1	4/17/2022			Kinston	90	170
UX2029	UX2029-125	+	2	4/10/2022			Kinston	75	163
UX2029	UX2029-29	-	2	4/8/2022			Kinston	80	161
UX2029	UX2029-66	-	1	4/15/2022			Kinston	60	168
UX2029	UX2029-184	+	2	4/19/2022			Kinston	70	172
Parent	ARGA051160-14LE31	-	2	4/10/2022			Kinston	80	163
UX2029	UX2029-73	-	2	4/13/2022			Kinston	75	166
UX2029	UX2029-18	+	3	4/12/2022			Kinston	85	165
UX2029	UX2029-51	+	1	4/21/2022			Kinston	75	174
UX2029	UX2029-75	-	2	4/15/2022			Kinston	70	168
Parent	LA09264C-P2	+	4	3/28/2022			Kinston	75	150
UX2029	UX2029-127	+	1	4/19/2022			Kinston	60	172
UX2029	UX2029-36	-	2	4/15/2022			Kinston	75	168
UX2029	UX2029-131	+	2	4/14/2022			Kinston	80	167
UX2029	UX2029-62	-	1	4/11/2022	2		Kinston	55	164
UX2029	UX2029-178	+	2	4/5/2022	1		Kinston	90	158
UX2029	UX2029-99	-	1	4/8/2022	0		Kinston	90	161
UX2029	UX2029-63	-	2	4/13/2022	2		Kinston	80	166
UX2029	UX2029-119	+	1	4/19/2022	1		Kinston	80	172
UX2029	UX2029-71	-	3	4/13/2022	4		Kinston	60	166
Parent	ARGA051160-14LE31	-	2	4/11/2022	1		Kinston	90	164
Parent	TX12D4896	+	2	4/10/2022	3		Kinston	85	163
UX2029	UX2029-37	-	1	4/22/2022	2		Kinston	80	175
Parent	LA09264C-P2	+	1	4/1/2022	0		Kinston	75	154
UX2029	UX2029-50	+	2	4/12/2022	2		Kinston	80	165
UX2029	UX2029-77	-	3	4/13/2022	0		Kinston	65	166
Parent	MPV57	-	2	4/19/2022	0		Kinston	70	172
UX2029	UX2029-94	+	4	4/13/2022	0		Kinston	80	166
UX2029	UX2029-191	+	2	4/11/2022	1		Kinston	65	164
UX2029	UX2029-208	-	1	4/15/2022	0		Kinston	85	168
UX2029	UX2029-129	-	1	4/13/2022	0		Kinston	80	166
UX2029	UX2029-204	-	2	4/13/2022	1		Kinston	90	166
UX2029	UX2029-142	+	2	4/10/2022	1		Kinston	85	163
UX2029	UX2029-90	+	1	4/13/2022	1		Kinston	85	166
UX2029	UX2029-38	-	2	4/12/2022	1		Kinston	80	165
Parent	GA06493-13LE6	+	2	4/11/2022	0		Kinston	75	164
UX2029	UX2029-80	-	2	4/13/2022	2		Kinston	70	166
UX2029	UX2029-120	+	2	4/15/2022	1		Kinston	65	168
UX2029	UX2029-46	+	1	4/18/2022	3		Kinston	65	171
UX2029	UX2029-111	+	2	4/14/2022	2		Kinston	70	167
UX2029	UX2029-54	+	1	4/10/2022	0		Kinston	70	163
Parent	GA001138-8E36	+	1	4/8/2022	0		Kinston	90	161
UX2029	UX2029-176	*	1	4/15/2022	1		Kinston	80	168
UX2029	UX2029-143	+	2	4/14/2022	2		Kinston	80	167
UX2029	UX2029-166	+	3	4/15/2022	1		Kinston	85	168
UX2029	UX2029-110	+	3	4/14/2022	2		Kinston	80	167
UX2029	UX2029-21	+	2	4/13/2022	0		Kinston	88	166
UX2029	UX2029-153	-	2	4/15/2022	0		Kinston	85	168
Parent	GA05450-EL52	+	2	4/5/2022	1		Kinston	85	158
UX2029	UX2029-206	-	2	4/13/2022	0		Kinston	70	166
UX2029	UX2029-148	+	2	4/14/2022	0		Kinston	90	167
UX2029	UX2029-6	+	2	4/14/2022	1		Kinston	70	167
UX2029	UX2029-124	+	3	4/14/2022	0		Kinston	80	167
UX2029	UX2029-15	+	3	4/18/2022	1		Kinston	85	171
Parent	Hilliard	+	2	4/12/2022	0		Kinston	85	165
UX2029	UX2029-28	-	2	4/21/2022	0		Kinston	75	174
UX2029	UX2029-42	+	1	4/5/2022	1		Kinston	75	158
UX2029	UX2029-26	+	1	4/10/2022	1		Kinston	90	163
UX2029	UX2029-3	+	2	4/13/2022	0		Kinston	60	166
UX2029	UX2029-205	-	2	4/7/2022	0		Kinston	95	160
Parent	NC08-23383	-	3	4/11/2022	0		Kinston	80	164
Parent	GA00190-7A14	+	3	4/10/2022	1		Kinston	85	163
UX2029	UX2029-56	+	2	4/8/2022	2		Kinston	65	161
UX2029	UX2029-44	*	3	4/14/2022	0		Kinston	75	167
UX2029	UX2029-69	-	2	4/13/2022	0		Kinston	70	166
UX2029	UX2029-190	+	2	4/15/2022	0		Kinston	75	168
UX2029	UX2029-122	-	3	4/14/2022	0		Kinston	95	167
UX2029	UX2029-151	+	2	4/13/2022	0		Kinston	65	166
UX2029	UX2029-87	+	1	4/15/2022	1		Kinston	65	168
UX2029	UX2029-123	-	1	4/13/2022	2		Kinston	60	166
UX2029	UX2029-88	*	2	4/12/2022	1		Kinston	90	165
Parent	NC8248-1	+	3	3/28/2022	0		Kinston	75	150
UX2029	UX2029-58	+	1	4/15/2022	1		Kinston	80	168
UX2029	UX2029-102	+	2	4/12/2022	0		Kinston	70	165
UX2029	UX2029-156	+	2	4/13/2022	1		Kinston	80	166
UX2029	UX2029-11	+	3	4/7/2022	1		Kinston	70	160
UX2029	UX2029-173	+	2	4/14/2022	1		Kinston	80	167
UX2029	UX2029-68	-	2	4/9/2022	0		Kinston	95	162
Parent	AGS2000	+	3	4/3/2022	0		Kinston	90	156
UX2029	UX2029-157	*	2	4/11/2022	0		Kinston	80	164
UX2029	UX2029-97	-	1	4/14/2022	0		Kinston	60	167
UX2029	UX2029-26	-	3	4/13/2022	0		Kinston	85	166
UX2029	UX2029-198	+	2	4/12/2022	0		Kinston	75	165
Parent	SS8641	-	2	4/11/2022	0		Kinston	85	164
UX2029	UX2029-95	-	1	4/18/2022	0		Kinston	60	171
UX2029	UX2029-65	-	2	4/10/2022	1		Kinston	85	163
UX2029	UX2029-34	-	1	4/12/2022	1		Kinston	90	165
UX2029	UX2029-14	+	2	4/9/2022	0		Kinston	80	162
UX2029	UX2029-128	-	1	4/17/2022	0		Kinston	85	170
UX2029	UX2029-43	+	2	4/13/2022	3		Kinston	75	166
UX2029	UX2029-39	-	1	4/14/2022	0		Kinston	65	167
UX2029	UX2029-135	-	2	4/10/2022	1		Kinston	85	163
UX2029	UX2029-24	-	2	4/8/2022	0		Kinston	75	161
UX2013	UX2013-232	+	2	4/8/2022	1		Kinston	90	161
UX2013	UX2013-172	+	1	4/13/2022	0		Kinston	95	166
UX2013	UX2013-149	+	2	4/7/2022	0		Kinston	85	160
UX2013	UX2013-248	+	1	4/8/2022	0		Kinston	95	161
UX2013	UX2013-187	+	2	4/3/2022	0		Kinston	90	156
UX2013	UX2013-160	+	2	4/12/2022	1		Kinston	90	165
Parent	ARGA051160-14LE31	-	2	4/11/2022	1		Kinston	95	164
UX2013	UX2013-183	+	2	4/8/2022	0		Kinston	90	161
Parent	GA06493-13LE6	+	2	4/13/2022	0		Kinston	90	166
UX2013	UX2013-236	+	2	4/9/2022	0		Kinston	85	162
UX2013	UX2013-182	+	2	4/9/2022	0		Kinston	90	162
UX2013	UX2013-151	+	2	4/15/2022	0		Kinston	80	168
UX2013	UX2013-154	+	2	4/8/2022	0		Kinston	75	161
Parent	TX12D4896	+	3	4/6/2022	2		Kinston	85	159
UX2013	UX2013-202	+	2	4/9/2022	0		Kinston	85	162
UX2013	UX2013-233	+	1	4/12/2022	1		Kinston	90	165
UX2013	UX2013-161	+	2	4/8/2022	0		Kinston	90	161
UX2013	UX2013-194	+	1	4/13/2022	1		Kinston	85	166
UX2013	UX2013-144	+	3	4/5/2022	1		Kinston	85	158
Parent	NC8248-1	+	4	4/1/2022			Kinston	85	154
UX2013	UX2013-218	+	1	4/13/2022			Kinston	95	166
UX2013	UX2013-174	+	2	4/8/2022			Kinston	90	161
UX2013	UX2013-219	+	1	4/13/2022			Kinston	80	166
UX2013	UX2013-238	+	1	4/17/2022			Kinston	85	170
UX2013	UX2013-190	+	2	4/12/2022			Kinston	85	165
UX2013	UX2013-221	+	2	4/7/2022			Kinston	90	160
Parent	GA00190-7A14	+	2	4/8/2022			Kinston	85	161
UX2013	UX2013-153	+	2	4/7/2022			Kinston	75	160
UX2013	UX2013-206	+	1	4/12/2022			Kinston	80	165
UX2013	UX2013-143	+	1	4/14/2022			Kinston	80	167
UX2013	UX2013-173	+	3	4/5/2022			Kinston	90	158
UX2013	UX2013-254	+	1	4/21/2022			Kinston	85	174
Parent	NC08-23383	-	2	4/11/2022			Kinston	85	164
UX2013	UX2013-156	+	2	4/8/2022			Kinston	85	161
UX2013	UX2013-157	+	3	4/8/2022			Kinston	95	161
UX2013	UX2013-192	+	2	4/13/2022			Kinston	95	166
UX2013	UX2013-244	+	2	4/8/2022			Kinston	75	161
UX2013	UX2013-225	+	1	4/9/2022			Kinston	80	162
Parent	AGS2000	+	3	4/4/2022			Kinston	95	157
UX2013	UX2013-260	+	2	4/22/2022			Kinston	75	175
UX2013	UX2013-179	+	2	4/8/2022			Kinston	95	161
Parent	GA001138-8E36	+	3	4/14/2022			Kinston	100	167
UX2013	UX2013-166	+	1	4/13/2022			Kinston	90	166
Parent	LA09264C-P2	+	4	3/31/2022			Kinston	85	153
UX2013	UX2013-214	+	1	4/11/2022			Kinston	85	164
UX2013	UX2013-185	+	4	3/31/2022			Kinston	90	153
UX2013	UX2013-229	+	3	4/7/2022			Kinston	95	160
UX2013	UX2013-222	+	2	4/11/2022			Kinston	95	164
UX2013	UX2013-171	+	2	4/10/2022			Kinston	105	163
UX2013	UX2013-175	+	2	4/8/2022			Kinston	100	161
UX2013	UX2013-155	+	2	4/13/2022			Kinston	90	166
UX2013	UX2013-195	+	2	4/14/2022			Kinston	90	167
UX2013	UX2013-264	+	1	4/14/2022			Kinston	85	167
Parent	Hilliard	+	2	4/13/2022			Kinston	85	166
UX2013	UX2013-201	+	1	4/15/2022			Kinston	90	168
UX2013	UX2013-215	+	2	4/12/2022			Kinston	80	165
UX2013	UX2013-212	+	1	4/17/2022			Kinston	80	170
UX2013	UX2013-234	+	1	4/12/2022			Kinston	85	165
UX2013	UX2013-169	+	2	4/19/2022			Kinston	95	172
UX2013	UX2013-193	+	2	4/14/2022			Kinston	90	167
Parent	MPV57	-	1	4/18/2022			Kinston	85	171
UX2013	UX2013-186	+	2	4/10/2022			Kinston	95	163
UX2013	UX2013-181	+	3	4/7/2022			Kinston	90	160
UX2013	UX2013-266	+	2	4/15/2022			Kinston	90	168
UX2013	UX2013-158	+	2	4/12/2022			Kinston	90	165
UX2013	UX2013-146	+	2	4/18/2022			Kinston	88	171
UX2013	UX2013-243	+	2	4/10/2022			Kinston	80	163
UX2013	UX2013-199	+	3	4/7/2022			Kinston	85	160
UX2013	UX2013-204	+	2	4/13/2022			Kinston	100	166
UX2013	UX2013-180	+	2	4/20/2022			Kinston	105	173
Parent	GA05450-EL52	+	3	4/7/2022			Kinston	85	160
UX2013	UX2013-239	+	2	4/7/2022			Kinston	85	160
UX2013	UX2013-145	+	2	4/12/2022			Kinston	90	165
UX2013	UX2013-150	+	1	4/13/2022			Kinston	85	166
UX2013	UX2013-228	+	3	4/1/2022			Kinston	85	154
Parent	SS8641	-	3	4/10/2022			Kinston	95	163
UX2013	UX2013-240	+	2	4/10/2022			Kinston	85	163
UX2013	UX2013-177	+	1	4/12/2022			Kinston	90	165
UX2013	UX2013-148	+	3	4/4/2022			Kinston	90	157
UX2031	UX2031-126	-	1	4/15/2022	1		Kinston	65	168
UX2031	UX2031-74	-	3	4/2/2022	0		Kinston	75	155
UX2031	UX2031-144	+	2	5/4/2022	0		Kinston	85	187
UX2031	UX2031-104	-	4	4/4/2022	3		Kinston	95	157
UX2031	UX2031-141	+	2	5/2/2022	0		Kinston	85	185
Parent	LA09264C-P2	+	3	3/29/2022	0		Kinston	75	151
UX2031	UX2031-110	-	2	4/14/2022	2		Kinston	95	167
UX2031	UX2031-62	-	2	4/14/2022	0		Kinston	95	167
UX2031	UX2031-122	*	2	4/11/2022	1		Kinston	70	164
UX2031	UX2031-19	+	2	5/7/2022	2		Kinston	85	190
UX2031	UX2031-72	-	2	4/15/2022	1		Kinston	85	168
Parent	ARGA051160-14LE31	-	3	4/11/2022	1		Kinston	95	164
UX2031	UX2031-129	-	3	4/4/2022	2		Kinston	90	157
UX2031	UX2031-131	-	2	5/6/2022	4		Kinston	85	189
UX2031	UX2031-66	-	3	4/24/2022	1		Kinston	80	177
UX2031	UX2031-119	-	4	4/1/2022	2		Kinston	85	154
UX2031	UX2031-76	-	3	4/3/2022	1		Kinston	95	156
UX2031	UX2031-35	-	4	3/31/2022	3		Kinston	80	153
UX2031	UX2031-114	-	4	3/29/2022	1		Kinston	75	151
UX2031	UX2031-112	-	2	3/28/2022	0		Kinston	70	150
UX2031	UX2031-82	+	3	3/27/2022	1		Kinston	70	149
UX2031	UX2031-79	-	4	3/26/2022	0		Kinston	70	148
UX2031	UX2031-125	*	2	4/11/2022	1		Kinston	95	164
UX2031	UX2031-143	+	3	4/21/2022	1		Kinston	85	174
UX2031	UX2031-111	-	1	4/18/2022	1		Kinston	90	171
Parent	Hilliard	+	2	4/12/2022	2		Kinston	85	165
UX2031	UX2031-52	+	2	4/13/2022	1		Kinston	90	166
UX2031	UX2031-26	-	3	4/11/2022	1		Kinston	90	164
UX2031	UX2031-81	+	2	4/24/2022	2		Kinston	80	177
UX2031	UX2031-30	-	2	5/1/2022	0		Kinston	80	184
UX2031	UX2031-40	-	1	4/30/2022	1		Kinston	85	183
UX2031	UX2031-102	-	3	4/11/2022	1		Kinston	90	164
Parent	SS8641	-	3	4/8/2022	0		Kinston	85	161
UX2031	UX2031-80	-	3	4/22/2022	1		Kinston	80	175
UX2031	UX2031-87	+	4	3/27/2022	4		Kinston	75	149
UX2031	UX2031-44	+	3	4/14/2022	4		Kinston	100	167
UX2031	UX2031-137	-	3	5/2/2022	0		Kinston	95	185
UX2031	UX2031-88	+	3	4/8/2022	0		Kinston	75	161
UX2031	UX2031-130	-	3	4/24/2022	2		Kinston	85	177
UX2031	UX2031-116	-	3	4/20/2022	3		Kinston	70	173
UX2031	UX2031-15	+	3	4/23/2022	0		Kinston	90	176
UX2031	UX2031-41	+	1	4/20/2022	0		Kinston	85	173
Parent	GA00190-7A14	+	2	4/7/2022	1		Kinston	90	160
UX2031	UX2031-22	-	4	4/4/2022	0		Kinston	90	157
UX2031	UX2031-83	+	3	4/3/2022	1		Kinston	70	156
UX2031	UX2031-77	-	3	4/5/2022	4		Kinston	90	158
UX2031	UX2031-94	-	3	4/3/2022	4		Kinston	80	156
UX2031	UX2031-120	-	4	3/30/2022	4		Kinston	75	152
Parent	GA06493-13LE6	+	2	4/13/2022	0		Kinston	85	166
UX2031	UX2031-108	-	2	4/14/2022	0		Kinston	75	167
UX2031	UX2031-121	-	2	4/15/2022	1		Kinston	80	168
UX2031	UX2031-69	-	3	5/3/2022	0		Kinston	85	186
UX2031	UX2031-109	*	3	4/1/2022	2		Kinston	75	154
Parent	TX12D4896	+	4	4/5/2022	3		Kinston	90	158
UX2031	UX2031-47	+	4	4/2/2022	3		Kinston	85	155
UX2031	UX2031-20	+	4	4/15/2022	1		Kinston	90	168
UX2031	UX2031-97	-	3	4/10/2022	1		Kinston	85	163
UX2031	UX2031-7	+	2	4/23/2022	0		Kinston	80	176
UX2031	UX2031-64	-	2	5/3/2022	0		Kinston	85	186
Parent	GA05450-EL52	+	4	4/3/2022	0		Kinston	85	156
UX2031	UX2031-63	-	3	4/9/2022	4		Kinston	85	162
UX2031	UX2031-34	-	1	4/15/2022	0		Kinston	65	168
Parent	GA001138-8E36	+	3	4/6/2022	0		Kinston	95	159
UX2031	UX2031-5	+	2	4/18/2022	3		Kinston	95	171
Parent	NC08-23383	-	2	4/12/2022	1		Kinston	80	165
UX2031	UX2031-140	+	3	4/12/2022	1		Kinston	85	165
UX2031	UX2031-43	+	2	5/2/2022	0		Kinston	80	185
