Cross_ID	Entry	Awns	WDR	flowering	Powdery_mildew	SNB	Location	Height	days_to_head
UX1999	UX1999-6	+	3	4/13/2022	3	NA	Raleigh	90	159
UX1999	UX1999-70	-	2	4/19/2022	3	NA	Raleigh	95	165
Parent	GA05450-EL52	+	3	4/9/2022	2	NA	Raleigh	80	155
UX1999	UX1999-46	+	3	4/13/2022	2	NA	Raleigh	85	159
UX2029	UX2029-19	+	2	4/19/2022	0	NA	Raleigh	80	165
UX2029	UX2029-106	-	2	4/12/2022	1	NA	Raleigh	100	158
UX2029	UX2029-130	+	1	4/19/2022	2	NA	Raleigh	90	165
UX2029	UX2029-31	-	2	4/18/2022	0	NA	Raleigh	80	164
UX2029	UX2029-199	-	2	4/17/2022	1	NA	Raleigh	80	163
Parent	GA05450-EL52	+	2	4/10/2022	1	NA	Raleigh	80	156
UX2029	UX2029-36	-	1	4/17/2022	0	NA	Raleigh	95	163
Parent	MPV57	-	2	4/14/2022	1	NA	Raleigh	90	160
UX2029	UX2029-9	-	2	4/13/2022	0	NA	Raleigh	90	159
UX2029	UX2029-168	+	2	4/15/2022	1	NA	Raleigh	100	161
UX2029	UX2029-159	-	2	4/20/2022	2	NA	Raleigh	95	166
UX2029	UX2029-32	-	2	4/17/2022	1	NA	Raleigh	95	163
UX2029	UX2029-73	-	2	4/15/2022	1	NA	Raleigh	85	161
UX2029	UX2029-96	-	1	4/13/2022	1	NA	Raleigh	90	159
UX2029	UX2029-121	+	3	4/13/2022	1	NA	Raleigh	70	159
UX2029	UX2029-30	-	2	4/14/2022	2	NA	Raleigh	75	160
UX2029	UX2029-113	+	3	4/13/2022	1	NA	Raleigh	90	159
Parent	LA09264C-P2	+	3	4/14/2022	0	NA	Raleigh	85	160
UX2029	UX2029-127	+	2	4/15/2022	0	NA	Raleigh	70	161
Parent	NC8248-1	+	3	4/10/2022	1	NA	Raleigh	90	156
UX2029	UX2029-114	-	2	4/18/2022	1	NA	Raleigh	100	164
UX2029	UX2029-4	+	2	4/14/2022	1	NA	Raleigh	100	160
UX2029	UX2029-35	-	2	4/17/2022	0	NA	Raleigh	95	163
UX2029	UX2029-60	+	2	4/20/2022	4	NA	Raleigh	70	166
UX2029	UX2029-116	+	3	4/22/2022	0	NA	Raleigh	85	168
UX2029	UX2029-13	+	2	4/13/2022	0	NA	Raleigh	90	159
UX2029	UX2029-55	+	1	4/20/2022	1	NA	Raleigh	80	166
UX2029	UX2029-51	+	2	4/19/2022	0	NA	Raleigh	75	165
UX2029	UX2029-163	+	3	4/20/2022	0	NA	Raleigh	105	166
UX2029	UX2029-18	+	2	4/14/2022	0	NA	Raleigh	100	160
Parent	NC08-23383	-	3	4/14/2022	0	NA	Raleigh	80	160
UX2029	UX2029-131	+	2	4/24/2022	0	NA	Raleigh	90	170
UX2029	UX2029-22	+	1	4/17/2022	3	NA	Raleigh	80	163
UX2029	UX2029-66	-	1	4/15/2022	2	NA	Raleigh	80	161
UX2029	UX2029-85	+	2	4/15/2022	0	NA	Raleigh	95	161
UX2029	UX2029-1	-	2	4/20/2022	2	NA	Raleigh	95	166
Parent	GA00190-7A14	+	2	4/15/2022	0	NA	Raleigh	100	161
UX2029	UX2029-49	+	2	4/17/2022	0	NA	Raleigh	100	163
UX2029	UX2029-83	+	2	4/19/2022	0	NA	Raleigh	65	165
UX2029	UX2029-180	+	1	4/17/2022	0	NA	Raleigh	100	163
UX2029	UX2029-89	+	1	4/20/2022	1	NA	Raleigh	100	166
UX2029	UX2029-41	+	2	4/13/2022	0	NA	Raleigh	90	159
UX2029	UX2029-12	+	2	4/12/2022	2	NA	Raleigh	85	158
UX2029	UX2029-45	+	1	4/21/2022	0	NA	Raleigh	90	167
UX2029	UX2029-29	-	2	4/17/2022	0	NA	Raleigh	95	163
UX2029	UX2029-92	-	1	4/14/2022	0	NA	Raleigh	100	160
Parent	Hilliard	+	1	4/14/2022	0	NA	Raleigh	85	160
UX2029	UX2029-23	-	2	4/19/2022	2	NA	Raleigh	95	165
Parent	TX12D4896	+	2	4/14/2022	2	NA	Raleigh	80	160
UX2029	UX2029-184	+	1	4/21/2022	1	NA	Raleigh	75	167
UX2029	UX2029-139	+	2	4/12/2022	1	NA	Raleigh	95	158
UX2029	UX2029-72	-	2	4/14/2022	0	NA	Raleigh	80	160
UX2029	UX2029-10	+	2	4/14/2022	1	NA	Raleigh	95	160
Parent	GA001138-8E36	+	3	4/14/2022	1	NA	Raleigh	95	160
UX2029	UX2029-117	+	2	4/14/2022	1	NA	Raleigh	95	160
UX2029	UX2029-76	-	2	4/18/2022	1	NA	Raleigh	90	164
UX2029	UX2029-145	-	2	4/13/2022	2	NA	Raleigh	90	159
UX2029	UX2029-192	-	2	4/15/2022	1	NA	Raleigh	95	161
UX2029	UX2029-186	-	2	4/20/2022	0	NA	Raleigh	95	166
UX2029	UX2029-155	+	3	4/17/2022	1	NA	Raleigh	110	163
UX2029	UX2029-147	+	2	4/15/2022	0	NA	Raleigh	95	161
Parent	SS8641	-	2	4/11/2022	1	NA	Raleigh	85	157
UX2029	UX2029-70	+	3	4/10/2022	1	NA	Raleigh	90	156
Parent	ARGA051160-14LE31	-	1	4/14/2022	1	NA	Raleigh	85	160
UX2029	UX2029-98	-	2	4/12/2022	1	NA	Raleigh	100	158
UX2029	UX2029-125	+	2	4/12/2022	1	NA	Raleigh	95	158
UX2029	UX2029-161	+	2	4/20/2022	0	NA	Raleigh	100	166
UX2029	UX2029-75	-	1	4/20/2022	1	NA	Raleigh	80	166
UX2029	UX2029-134	+	2	4/23/2022	0	NA	Raleigh	90	169
UX2029	UX2029-5	+	2	4/19/2022	0	NA	Raleigh	80	165
Parent	AGS2000	+	2	4/12/2022	3	NA	Raleigh	85	158
UX2029	UX2029-118	-	1	4/26/2022	2	NA	Raleigh	75	172
UX2029	UX2029-33	+	1	4/20/2022	1	NA	Raleigh	100	166
UX2029	UX2029-91	-	1	4/13/2022	1	NA	Raleigh	95	159
UX2029	UX2029-53	+	2	4/19/2022	2	NA	Raleigh	95	165
UX2029	UX2029-82	+	1	4/20/2022	1	NA	Raleigh	75	166
Parent	GA06493-13LE6	+	2	4/14/2022	0	NA	Raleigh	95	160
UX2029	UX2029-61	*	2	4/12/2022	2	NA	Raleigh	110	158
UX2029	UX2029-132	+	1	4/19/2022	2	NA	Raleigh	100	165
UX1994	UX1994-155	-	2	4/14/2022	1	NA	Raleigh	90	160
UX1994	UX1994-150	-	2	4/12/2022	2	NA	Raleigh	90	158
UX1994	UX1994-79	-	2	4/14/2022	1	NA	Raleigh	85	160
UX1994	UX1994-67	+	2	4/14/2022	1	NA	Raleigh	85	160
UX1994	UX1994-86	-	2	4/13/2022	1	NA	Raleigh	80	159
UX1994	UX1994-59	+	2	4/15/2022	0	NA	Raleigh	80	161
UX1994	UX1994-131	+	2	4/15/2022	1	NA	Raleigh	85	161
UX1994	UX1994-120	+	2	4/15/2022	2	NA	Raleigh	85	161
UX1994	UX1994-188	+	2	4/13/2022	1	NA	Raleigh	85	159
Parent	AGS2000	+	3	4/11/2022	2	NA	Raleigh	90	157
UX1994	UX1994-58	-	2	4/14/2022	1	NA	Raleigh	75	160
Parent	ARGA051160-14LE31	-	2	4/13/2022	2	NA	Raleigh	85	159
UX1994	UX1994-10	+	2	4/17/2022	0	NA	Raleigh	80	163
UX1994	UX1994-96	+	3	4/12/2022	0	NA	Raleigh	90	158
UX1994	UX1994-173	+	2	4/15/2022	1	NA	Raleigh	80	161
UX1994	UX1994-198	-	2	4/11/2022	1	NA	Raleigh	80	157
UX1994	UX1994-83	+	2	4/13/2022	1	NA	Raleigh	80	159
UX1994	UX1994-130	+	2	4/14/2022	1	NA	Raleigh	80	160
UX1994	UX1994-73	-	2	4/15/2022	0	NA	Raleigh	80	161
UX1994	UX1994-38	+	1	4/14/2022	1	NA	Raleigh	80	160
UX1994	UX1994-205	-	1	4/13/2022	2	NA	Raleigh	85	159
UX1994	UX1994-138	+	2	4/12/2022	0	NA	Raleigh	80	158
Parent	GA06493-13LE6	+	2	4/16/2022	1	NA	Raleigh	85	162
UX1994	UX1994-64	+	1	4/13/2022	2	NA	Raleigh	85	159
Parent	SS8641	-	2	4/11/2022	2	NA	Raleigh	85	157
UX1994	UX1994-174	-	3	4/12/2022	3	NA	Raleigh	75	158
UX1994	UX1994-129	+	2	4/15/2022	1	NA	Raleigh	75	161
UX1994	UX1994-61	-	3	4/13/2022	0	NA	Raleigh	85	159
UX1994	UX1994-97	-	2	4/15/2022	1	NA	Raleigh	85	161
Parent	GA00190-7A14	+	2	4/13/2022	1	NA	Raleigh	80	159
UX1994	UX1994-192	-	1	4/14/2022	1	NA	Raleigh	85	160
Parent	NC08-23383	-	2	4/13/2022	0	NA	Raleigh	80	159
UX1994	UX1994-208	-	2	4/13/2022	0	NA	Raleigh	80	159
UX1994	UX1994-91	-	3	4/13/2022	1	NA	Raleigh	75	159
UX1994	UX1994-124	+	2	4/14/2022	1	NA	Raleigh	70	160
UX1994	UX1994-50	*	2	4/14/2022	0	NA	Raleigh	85	160
UX1994	UX1994-56	-	3	4/15/2022	1	NA	Raleigh	85	161
UX1994	UX1994-3	+	3	4/11/2022	1	NA	Raleigh	85	157
UX1994	UX1994-178	+	2	4/11/2022	1	NA	Raleigh	70	157
UX1994	UX1994-74	+	2	4/13/2022	1	NA	Raleigh	85	159
UX1994	UX1994-77	*	2	4/12/2022	1	NA	Raleigh	90	158
Parent	MPV57	-	2	4/15/2022	0	NA	Raleigh	85	161
UX1994	UX1994-54	+	2	4/13/2022	1	NA	Raleigh	80	159
Parent	GA05450-EL52	+	3	4/10/2022	2	NA	Raleigh	75	156
UX1994	UX1994-34	-	2	4/13/2022	1	NA	Raleigh	70	159
UX1994	UX1994-183	-	3	4/14/2022	1	NA	Raleigh	75	160
UX1994	UX1994-121	-	2	4/15/2022	0	NA	Raleigh	80	161
UX1994	UX1994-210	-	3	4/15/2022	0	NA	Raleigh	90	161
UX1994	UX1994-218	+	2	4/16/2022	1	NA	Raleigh	85	162
UX1994	UX1994-69	-	3	4/11/2022	2	NA	Raleigh	90	157
Parent	GA001138-8E36	+	3	4/22/2022	2	NA	Raleigh	100	168
UX1994	UX1994-122	-	3	4/12/2022	0	NA	Raleigh	75	158
UX1994	UX1994-180	+	2	4/14/2022	1	NA	Raleigh	85	160
UX1994	UX1994-62	+	2	4/11/2022	0	NA	Raleigh	85	157
UX1994	UX1994-68	+	3	4/15/2022	2	NA	Raleigh	90	161
UX1994	UX1994-191	-	3	4/12/2022	0	NA	Raleigh	80	158
Parent	NC8248-1	+	3	4/8/2022	1	NA	Raleigh	80	154
UX1994	UX1994-163	-	3	4/11/2022	0	NA	Raleigh	80	157
UX1994	UX1994-93	+	2	4/15/2022	0	NA	Raleigh	85	161
UX1994	UX1994-113	+	2	4/14/2022	0	NA	Raleigh	85	160
UX1994	UX1994-11	+	2	4/15/2022	1	NA	Raleigh	90	161
UX1994	UX1994-139	+	2	4/9/2022	1	NA	Raleigh	80	155
UX1994	UX1994-80	+	2	4/12/2022	0	NA	Raleigh	80	158
UX1994	UX1994-16	+	2	4/11/2022	1	NA	Raleigh	85	157
UX1994	UX1994-63	+	2	4/15/2022	0	NA	Raleigh	95	161
Parent	Hilliard	+	2	4/14/2022	1	NA	Raleigh	90	160
UX1994	UX1994-71	+	2	4/13/2022	1	NA	Raleigh	85	159
Parent	LA09264C-P2	+	4	4/13/2022	1	NA	Raleigh	85	159
UX1994	UX1994-49	+	3	4/12/2022	1	NA	Raleigh	90	158
UX1994	UX1994-140	+	3	4/10/2022	1	NA	Raleigh	90	156
UX1994	UX1994-202	+	3	4/14/2022	1	NA	Raleigh	80	160
UX1994	UX1994-181	+	3	4/12/2022	0	NA	Raleigh	85	158
UX1994	UX1994-184	-	3	4/12/2022	1	NA	Raleigh	85	158
UX1994	UX1994-14	+	3	4/10/2022	1	NA	Raleigh	80	156
UX1994	UX1994-211	-	3	4/13/2022	1	NA	Raleigh	75	159
UX1994	UX1994-195	-	2	4/13/2022	1	NA	Raleigh	85	159
UX1994	UX1994-153	+	2	4/15/2022	0	NA	Raleigh	95	161
UX1994	UX1994-8	+	2	4/13/2022	1	NA	Raleigh	90	159
Parent	TX12D4896	+	3	4/13/2022	2	NA	Raleigh	80	159
UX2012	UX2012-34	+	3	4/15/2022	1	NA	Raleigh	100	161
UX2012	UX2012-149	+	3	4/10/2022	2	NA	Raleigh	85	156
UX2012	UX2012-2	+	3	4/9/2022	1	NA	Raleigh	90	155
UX2012	UX2012-19	+	3	4/15/2022	1	NA	Raleigh	85	161
UX2012	UX2012-160	+	2	4/16/2022	1	NA	Raleigh	105	162
UX2012	UX2012-31	+	3	4/23/2022	2	NA	Raleigh	95	169
UX2012	UX2012-197	+	1	4/21/2022	2	NA	Raleigh	95	167
UX2012	UX2012-241	+	2	4/13/2022	1	NA	Raleigh	85	159
UX2012	UX2012-55	+	1	4/19/2022	1	NA	Raleigh	95	165
Parent	GA001138-8E36	+	3	4/13/2022	0	NA	Raleigh	90	159
UX2012	UX2012-41	+	3	4/13/2022	0	NA	Raleigh	85	159
Parent	SS8641	-	3	4/13/2022	0	NA	Raleigh	85	159
UX2012	UX2012-233	+	3	4/14/2022	1	NA	Raleigh	100	160
UX2012	UX2012-45	+	3	4/15/2022	0	NA	Raleigh	100	161
UX2012	UX2012-187	+	3	4/14/2022	2	NA	Raleigh	80	160
UX2012	UX2012-6	+	3	4/10/2022	3	NA	Raleigh	90	156
UX2012	UX2012-194	+	3	4/13/2022	0	NA	Raleigh	80	159
UX2012	UX2012-29	+	3	4/9/2022	2	NA	Raleigh	85	155
UX2012	UX2012-150	+	1	4/22/2022	1	NA	Raleigh	85	168
UX2012	UX2012-156	+	3	4/14/2022	1	NA	Raleigh	90	160
UX2012	UX2012-37	+	3	4/9/2022	3	NA	Raleigh	75	155
UX2012	UX2012-222	+	3	4/12/2022	0	NA	Raleigh	90	158
Parent	GA00190-7A14	+	2	4/13/2022	1	NA	Raleigh	90	159
UX2012	UX2012-214	+	3	4/12/2022	1	NA	Raleigh	85	158
Parent	Hilliard	+	1	4/14/2022	0	NA	Raleigh	85	160
UX2012	UX2012-20	+	3	4/10/2022	2	NA	Raleigh	80	156
UX2012	UX2012-165	+	2	4/15/2022	2	NA	Raleigh	95	161
UX2012	UX2012-30	+	1	4/27/2022	3	NA	Raleigh	105	173
UX2012	UX2012-201	+	2	4/13/2022	0	NA	Raleigh	85	159
Parent	GA05450-EL52	+	3	4/9/2022	0	NA	Raleigh	80	155
UX2012	UX2012-239	+	3	4/17/2022	2	NA	Raleigh	75	163
UX2012	UX2012-22	+	1	4/22/2022	2	NA	Raleigh	85	168
UX2012	UX2012-166	+	2	4/14/2022	0	NA	Raleigh	80	160
UX2012	UX2012-10	+	2	4/18/2022	1	NA	Raleigh	90	164
UX2012	UX2012-256	+	3	4/13/2022	2	NA	Raleigh	75	159
Parent	ARGA051160-14LE31	-	3	4/13/2022	1	NA	Raleigh	80	159
UX2012	UX2012-47	+	3	4/13/2022	0	NA	Raleigh	90	159
UX2012	UX2012-199	+	3	4/14/2022	0	NA	Raleigh	90	160
UX2012	UX2012-245	+	3	4/13/2022	2	NA	Raleigh	80	159
UX2012	UX2012-61	+	2	4/14/2022	1	NA	Raleigh	95	160
UX2012	UX2012-161	+	3	4/10/2022	1	NA	Raleigh	90	156
UX2012	UX2012-52	+	3	4/11/2022	0	NA	Raleigh	85	157
UX2012	UX2012-23	+	2	4/13/2022	0	NA	Raleigh	85	159
UX2012	UX2012-191	+	2	4/14/2022	0	NA	Raleigh	95	160
UX2012	UX2012-50	+	1	4/15/2022	1	NA	Raleigh	90	161
UX2012	UX2012-223	+	3	4/15/2022	1	NA	Raleigh	85	161
Parent	GA06493-13LE6	+	3	4/13/2022	0	NA	Raleigh	80	159
UX2012	UX2012-238	+	3	4/13/2022	2	NA	Raleigh	85	159
Parent	TX12D4896	+	3	4/15/2022	3	NA	Raleigh	90	161
UX2012	UX2012-1	+	1	4/18/2022	2	NA	Raleigh	100	164
UX2012	UX2012-218	+	1	4/21/2022	2	NA	Raleigh	90	167
UX2012	UX2012-56	+	1	4/21/2022	2	NA	Raleigh	85	167
UX2012	UX2012-219	+	1	4/17/2022	2	NA	Raleigh	95	163
Parent	MPV57	-	2	4/14/2022	0	NA	Raleigh	85	160
UX2012	UX2012-151	+	3	4/14/2022	1	NA	Raleigh	80	160
Parent	AGS2000	+	3	4/13/2022	2	NA	Raleigh	90	159
UX2012	UX2012-3	+	3	4/10/2022	1	NA	Raleigh	80	156
UX2012	UX2012-207	+	2	4/11/2022	2	NA	Raleigh	85	157
UX2012	UX2012-25	+	3	4/12/2022	0	NA	Raleigh	80	158
UX2012	UX2012-7	+	1	4/14/2022	1	NA	Raleigh	105	160
UX2012	UX2012-152	+	1	4/17/2022	0	NA	Raleigh	95	163
UX2012	UX2012-16	+	2	4/14/2022	1	NA	Raleigh	100	160
UX2012	UX2012-242	+	2	4/14/2022	1	NA	Raleigh	80	160
UX2012	UX2012-217	+	2	4/13/2022	2	NA	Raleigh	85	159
UX2012	UX2012-40	+	2	4/28/2022	2	NA	Raleigh	90	174
Parent	LA09264C-P2	+	3	4/17/2022	1	NA	Raleigh	80	163
UX2012	UX2012-215	+	1	4/21/2022	3	NA	Raleigh	75	167
UX2012	UX2012-17	+	2	4/15/2022	2	NA	Raleigh	95	161
UX2012	UX2012-18	+	2	4/15/2022	0	NA	Raleigh	95	161
UX2012	UX2012-64	+	3	4/11/2022	1	NA	Raleigh	90	157
UX2012	UX2012-167	+	2	4/15/2022	0	NA	Raleigh	80	161
UX2012	UX2012-54	+	3	4/13/2022	1	NA	Raleigh	85	159
Parent	NC8248-1	+	3	4/5/2022	2	NA	Raleigh	85	151
UX2012	UX2012-220	+	3	4/9/2022	0	NA	Raleigh	75	155
UX2012	UX2012-159	+	3	4/13/2022	0	NA	Raleigh	80	159
UX2012	UX2012-190	+	2	4/17/2022	1	NA	Raleigh	95	163
UX2012	UX2012-4	+	2	4/14/2022	1	NA	Raleigh	95	160
UX2012	UX2012-28	+	2	4/14/2022	0	NA	Raleigh	95	160
Parent	NC08-23383	-	2	4/18/2022	0	NA	Raleigh	75	164
UX1989	UX1989-65	+	2	4/12/2022	0	4	Raleigh	85	158
UX1989	UX1989-46	+	2	4/14/2022	1	4	Raleigh	85	160
UX1989	UX1989-68	+	2	4/14/2022	1	3	Raleigh	80	160
UX1989	UX1989-24	+	3	4/13/2022	0	3	Raleigh	85	159
UX1989	UX1989-1	+	3	4/11/2022	0	2	Raleigh	90	157
UX1989	UX1989-33	+	3	4/13/2022	0	3	Raleigh	85	159
UX1989	UX1989-47	+	2	4/14/2022	1	4	Raleigh	80	160
UX1989	UX1989-60	+	2	4/11/2022	0	3	Raleigh	80	157
Parent	ARGA051160-14LE31	-	1	4/16/2022	0	5	Raleigh	90	162
UX1989	UX1989-12	+	2	4/14/2022	0	2	Raleigh	85	160
UX1989	UX1989-9	+	2	4/19/2022	1	5	Raleigh	90	165
UX1989	UX1989-27	+	2	4/13/2022	2	3	Raleigh	85	159
UX1989	UX1989-34	+	2	4/11/2022	0	3	Raleigh	90	157
UX1989	UX1989-55	+	2	4/14/2022	0	5	Raleigh	90	160
UX1989	UX1989-21	+	2	4/13/2022	1	5	Raleigh	75	159
UX1989	UX1989-64	+	2	4/14/2022	NA	NA	Raleigh	85	160
UX1989	UX1989-18	+	2	4/13/2022	NA	5	Raleigh	80	159
Parent	NC8248-1	+	2	4/8/2022	NA	5	Raleigh	80	154
UX1989	UX1989-42	+	2	4/14/2022	NA	4	Raleigh	75	160
Parent	GA06493-13LE6	+	2	4/18/2022	NA	2	Raleigh	80	164
UX1989	UX1989-40	+	3	4/13/2022	NA	3	Raleigh	85	159
UX1989	UX1989-28	+	2	4/13/2022	NA	3	Raleigh	90	159
UX1989	UX1989-16	+	2	4/14/2022	NA	5	Raleigh	80	160
UX1989	UX1989-3	+	2	4/13/2022	NA	4	Raleigh	80	159
UX1989	UX1989-25	+	2	4/12/2022	NA	4	Raleigh	90	158
UX1989	UX1989-41	+	2	4/15/2022	NA	3	Raleigh	90	161
UX1989	UX1989-8	+	2	4/13/2022	NA	3	Raleigh	85	159
UX1989	UX1989-15	+	2	4/13/2022	NA	3	Raleigh	90	159
UX1989	UX1989-70	+	2	4/11/2022	NA	5	Raleigh	85	157
Parent	GA05450-EL52	+	2	4/10/2022	NA	2	Raleigh	80	156
UX1989	UX1989-35	+	2	4/13/2022	NA	4	Raleigh	85	159
Parent	SS8641	-	2	4/14/2022	NA	1	Raleigh	85	160
UX1989	UX1989-23	+	2	4/14/2022	NA	2	Raleigh	90	160
UX1989	UX1989-57	+	2	4/16/2022	NA	3	Raleigh	80	162
UX1989	UX1989-45	+	2	4/14/2022	NA	5	Raleigh	75	160
UX1989	UX1989-63	+	2	4/13/2022	NA	4	Raleigh	90	159
UX1989	UX1989-31	+	2	4/14/2022	NA	4	Raleigh	85	160
UX1989	UX1989-52	+	2	4/13/2022	NA	3	Raleigh	90	159
Parent	LA09264C-P2	+	3	4/13/2022	NA	5	Raleigh	80	159
UX1989	UX1989-66	+	2	4/14/2022	NA	5	Raleigh	85	160
Parent	GA001138-8E36	+	2	4/15/2022	NA	3	Raleigh	100	161
UX1989	UX1989-67	+	1	4/15/2022	NA	5	Raleigh	90	161
UX1989	UX1989-13	+	1	4/15/2022	NA	4	Raleigh	75	161
UX1989	UX1989-19	+	1	4/13/2022	NA	4	Raleigh	85	159
UX1989	UX1989-50	+	2	4/14/2022	NA	3	Raleigh	85	160
Parent	NC08-23383	-	1	4/16/2022	NA	4	Raleigh	75	162
UX1989	UX1989-5	+	2	4/14/2022	NA	5	Raleigh	80	160
UX1989	UX1989-6	+	1	4/13/2022	NA	6	Raleigh	80	159
UX1989	UX1989-32	+	2	4/13/2022	NA	4	Raleigh	75	159
UX1989	UX1989-39	+	1	4/13/2022	NA	4	Raleigh	80	159
UX1989	UX1989-54	+	2	4/13/2022	NA	5	Raleigh	85	159
UX1989	UX1989-14	+	2	4/14/2022	NA	4	Raleigh	85	160
Parent	TX12D4896	+	2	4/18/2022	NA	2	Raleigh	85	164
UX1989	UX1989-43	+	2	4/14/2022	NA	2	Raleigh	75	160
UX1989	UX1989-48	+	2	4/15/2022	NA	6	Raleigh	90	161
UX1989	UX1989-69	+	3	4/14/2022	NA	5	Raleigh	85	160
UX1989	UX1989-44	+	2	4/17/2022	NA	5	Raleigh	90	163
UX1989	UX1989-59	+	2	4/15/2022	NA	4	Raleigh	90	161
UX1989	UX1989-20	+	2	4/13/2022	NA	5	Raleigh	85	159
UX1989	UX1989-4	+	1	4/13/2022	NA	5	Raleigh	85	159
UX1989	UX1989-62	+	1	4/17/2022	NA	5	Raleigh	90	163
Parent	Hilliard	+	1	4/13/2022	NA	4	Raleigh	85	159
UX1989	UX1989-17	+	2	4/16/2022	NA	6	Raleigh	90	162
UX1989	UX1989-49	+	2	4/13/2022	NA	3	Raleigh	90	159
UX1989	UX1989-30	+	3	4/13/2022	NA	4	Raleigh	90	159
UX1989	UX1989-26	+	3	4/13/2022	NA	4	Raleigh	80	159
UX1989	UX1989-51	+	2	4/13/2022	NA	5	Raleigh	85	159
Parent	GA00190-7A14	+	2	4/14/2022	NA	3	Raleigh	95	160
UX1989	UX1989-53	+	3	4/13/2022	NA	3	Raleigh	90	159
UX1989	UX1989-37	+	3	4/14/2022	NA	4	Raleigh	80	160
UX1989	UX1989-10	+	2	4/13/2022	NA	3	Raleigh	75	159
UX1989	UX1989-29	+	2	4/13/2022	NA	3	Raleigh	90	159
UX1989	UX1989-7	+	3	4/14/2022	NA	3	Raleigh	85	160
UX1989	UX1989-61	+	1	4/15/2022	NA	4	Raleigh	85	161
Parent	AGS2000	+	2	4/13/2022	NA	4	Raleigh	90	159
UX1989	UX1989-22	+	3	4/10/2022	NA	5	Raleigh	80	156
Parent	MPV57	-	2	4/17/2022	NA	3	Raleigh	85	163
UX1989	UX1989-2	+	2	4/14/2022	NA	4	Raleigh	85	160
UX1989	UX1989-38	+	2	4/12/2022	NA	4	Raleigh	80	158
UX2031	UX2031-43	+	1	5/1/2022	0	NA	Raleigh	80	177
UX2031	UX2031-61	*	1	4/14/2022	1	NA	Raleigh	90	160
UX2031	UX2031-116	-	1	4/22/2022	4	NA	Raleigh	75	168
UX2031	UX2031-69	-	2	5/2/2022	0	NA	Raleigh	85	178
UX2031	UX2031-44	+	3	4/21/2022	2	NA	Raleigh	100	167
UX2031	UX2031-12	-	3	4/15/2022	2	NA	Raleigh	80	161
UX2031	UX2031-30	-	2	5/2/2022	0	NA	Raleigh	90	178
UX2031	UX2031-86	+	2	4/20/2022	0	NA	Raleigh	85	166
UX2031	UX2031-104	-	3	4/21/2022	2	NA	Raleigh	95	167
UX2031	UX2031-119	-	3	4/12/2022	2	NA	Raleigh	85	158
Parent	GA05450-EL52	+	3	4/12/2022	1	NA	Raleigh	80	158
UX2031	UX2031-35	-	3	4/12/2022	4	NA	Raleigh	80	158
Parent	TX12D4896	+	3	4/15/2022	1	NA	Raleigh	85	161
UX2031	UX2031-48	+	3	4/21/2022	0	NA	Raleigh	80	167
UX2031	UX2031-122	*	1	4/18/2022	0	NA	Raleigh	75	164
UX2031	UX2031-114	-	2	4/14/2022	2	NA	Raleigh	65	160
UX2031	UX2031-63	-	2	4/15/2022	1	NA	Raleigh	80	161
Parent	Hilliard	+	1	4/16/2022	0	NA	Raleigh	85	162
UX2031	UX2031-137	-	2	5/2/2022	0	NA	Raleigh	85	178
UX2031	UX2031-141	+	2	4/30/2022	0	NA	Raleigh	90	176
UX2031	UX2031-125	*	1	4/15/2022	2	NA	Raleigh	105	161
UX2031	UX2031-131	-	2	5/3/2022	1	NA	Raleigh	90	179
UX2031	UX2031-97	-	3	4/15/2022	2	NA	Raleigh	85	161
Parent	SS8641	-	2	4/14/2022	0	NA	Raleigh	85	160
UX2031	UX2031-112	-	1	4/16/2022	0	NA	Raleigh	80	162
UX2031	UX2031-130	-	2	4/28/2022	1	NA	Raleigh	95	174
UX2031	UX2031-121	-	1	4/16/2022	3	NA	Raleigh	80	162
UX2031	UX2031-7	+	2	4/30/2022	0	NA	Raleigh	70	176
UX2031	UX2031-34	-	1	4/21/2022	0	NA	Raleigh	80	167
UX2031	UX2031-15	+	2	4/27/2022	0	NA	Raleigh	85	173
Parent	LA09264C-P2	+	4	4/10/2022	1	NA	Raleigh	80	156
UX2031	UX2031-40	-	1	4/29/2022	0	NA	Raleigh	85	175
UX2031	UX2031-79	-	3	4/19/2022	0	NA	Raleigh	65	165
UX2031	UX2031-66	-	2	4/28/2022	0	NA	Raleigh	80	174
UX2031	UX2031-126	-	1	4/20/2022	0	NA	Raleigh	70	166
Parent	MPV57	-	2	4/14/2022	0	NA	Raleigh	80	160
UX2031	UX2031-120	-	3	4/13/2022	3	NA	Raleigh	65	159
UX2031	UX2031-74	-	3	4/13/2022	0	NA	Raleigh	75	159
UX2031	UX2031-109	*	3	4/12/2022	2	NA	Raleigh	65	158
UX2031	UX2031-5	+	2	4/21/2022	2	NA	Raleigh	85	167
UX2031	UX2031-22	-	3	4/14/2022	0	NA	Raleigh	80	160
Parent	GA00190-7A14	+	2	4/13/2022	1	NA	Raleigh	90	159
UX2031	UX2031-124	-	2	4/14/2022	3	NA	Raleigh	85	160
UX2031	UX2031-41	+	1	4/23/2022	0	NA	Raleigh	85	169
UX2031	UX2031-72	-	2	4/20/2022	0	NA	Raleigh	85	166
UX2031	UX2031-143	+	3	4/25/2022	0	NA	Raleigh	80	171
UX2031	UX2031-110	-	2	4/15/2022	2	NA	Raleigh	90	161
